ID_REGISTRO	QTD_FILMES_ACAO	QTD_FILMES_ANIMACAO	QTD_FILMES_AVENTURA	QTD_FILMES_COMEDIA	QTD_FILMES_DOCUMENTARIO	QTD_FILMES_DRAMA	QTD_FILMES_FICCAO	QTD_FILMES_MUSICAL	QTD_FILMES_ROMANCE	QTD_FILMES_SUSPENSE	QTD_FILMES_TERROR
568	1	4	1	17	0	0	1	5	18	1	1
569	1	0	0	0	0	3	0	0	0	26	22
570	34	0	7	1	0	0	5	0	1	2	1
571	0	0	5	9	2	5	11	1	3	12	1
572	4	2	0	20	0	0	0	10	1	1	1
573	2	1	0	16	0	0	0	4	10	0	0
574	1	0	0	1	1	21	0	0	2	0	0
575	33	0	1	1	0	0	3	0	0	1	0
576	3	1	0	29	0	0	0	5	0	0	0
577	7	4	5	7	1	3	1	4	4	6	1
578	20	0	3	1	0	0	2	0	0	1	0
579	2	1	1	2	1	25	0	0	2	1	0
580	34	1	8	0	0	1	0	0	1	3	0
581	1	1	1	7	1	1	4	1	7	1	8
582	11	0	7	3	0	0	9	0	0	3	0
583	0	0	0	2	2	44	0	0	1	0	0
584	1	0	0	2	16	34	0	0	0	0	0
585	1	3	4	9	1	3	1	14	5	11	4
586	22	0	0	0	0	0	1	0	0	0	0
587	1	1	0	11	0	0	0	5	6	0	0
588	6	1	3	5	0	0	7	0	0	1	1
589	7	1	7	12	3	4	4	12	3	9	4
590	4	1	15	5	2	2	27	0	2	11	0
591	1	0	0	0	12	31	0	0	0	0	0
592	0	90	1	3	0	0	0	1	1	0	0
593	20	0	7	2	0	0	0	0	0	2	0
594	10	0	1	1	0	0	11	0	0	4	1
595	2	0	0	0	0	1	1	0	0	25	14
596	1	0	0	0	0	0	1	0	0	28	6
597	25	0	2	1	0	0	1	0	0	0	0
598	5	5	0	3	0	0	0	15	29	0	0
599	1	1	0	8	0	0	1	3	11	1	0
600	6	3	2	2	1	3	5	5	0	7	1
601	3	4	2	4	0	1	3	4	1	4	1
602	2	1	0	16	0	0	0	3	1	0	0
603	28	1	7	2	0	1	9	0	1	0	0
604	22	0	2	0	0	0	2	0	0	1	0
605	1	1	0	15	0	0	0	2	9	0	0
606	1	0	0	0	10	11	0	0	2	0	0
607	2	0	0	0	0	0	0	6	18	0	0
608	2	0	0	0	0	2	2	1	0	15	18
609	7	0	12	1	0	1	13	0	1	1	0
610	4	0	1	1	0	2	3	1	1	10	15
611	7	1	8	8	1	0	6	4	3	2	2
612	0	1	2	5	1	7	9	2	0	6	1
613	2	0	0	0	0	2	2	0	0	15	9
614	1	1	10	6	1	1	6	0	1	6	1
615	8	1	5	3	1	0	16	0	0	3	1
616	27	0	5	2	0	0	4	0	0	1	0
617	7	0	5	0	1	0	9	0	1	5	0
618	32	0	2	1	0	0	4	0	0	0	0
619	5	2	5	1	1	2	4	3	4	5	6
620	0	33	1	1	0	0	0	0	1	0	0
621	2	1	6	7	1	2	5	5	7	2	1
622	0	9	1	7	0	0	0	3	2	0	0
623	1	3	0	0	0	1	1	3	16	0	1
624	4	14	6	17	0	4	8	10	17	4	14
625	27	0	7	2	0	0	4	0	0	2	0
626	21	0	5	2	0	0	0	0	0	3	0
627	7	4	2	3	1	1	2	2	8	1	7
628	30	0	3	1	0	0	0	0	0	0	0
629	1	0	0	0	0	2	0	0	0	17	8
630	28	0	2	1	0	0	1	0	0	1	0
631	8	0	8	2	0	0	9	1	0	4	0
632	51	0	6	0	0	0	5	0	0	2	0
633	50	0	1	0	0	0	4	0	0	1	0
634	1	0	0	0	0	0	1	0	0	23	7
635	2	0	0	0	0	2	2	0	0	20	12
636	2	2	3	1	1	1	3	3	3	3	2
637	1	0	15	2	0	0	14	0	1	1	1
638	0	0	0	0	0	2	1	0	0	42	7
639	17	0	2	1	0	0	0	0	0	0	0
640	28	0	3	1	0	0	1	0	0	1	0
641	16	1	11	3	0	0	0	0	0	3	1
642	11	1	21	1	1	1	19	0	0	3	1
643	2	4	3	5	1	2	3	2	5	10	2
644	1	6	3	3	0	1	4	6	4	4	0
645	33	0	3	2	0	0	1	0	0	1	0
646	0	25	0	4	0	0	0	2	2	0	0
647	9	10	6	5	2	9	2	0	4	5	7
648	2	2	0	20	1	0	0	0	6	0	0
649	30	0	3	1	0	0	1	0	0	1	0
650	23	0	1	1	0	0	1	0	0	0	0
651	2	1	0	0	0	1	3	0	0	12	16
652	3	0	0	22	0	0	0	6	12	0	0
653	8	3	3	7	1	0	3	3	2	4	4
654	11	0	7	3	0	0	8	1	0	1	0
655	4	0	4	2	0	5	1	5	2	2	3
656	0	0	0	0	0	0	1	0	0	20	3
657	9	4	1	8	1	2	2	5	21	1	1
658	22	1	4	3	1	0	8	1	0	1	0
659	6	5	0	6	0	1	3	5	1	2	1
660	0	33	0	6	1	0	1	3	4	1	0
661	3	0	0	2	11	19	1	0	4	0	0
662	1	1	0	16	0	0	1	6	10	0	1
663	4	4	4	1	0	2	3	1	0	2	4
664	17	0	0	2	0	0	4	0	0	0	0
665	8	0	5	2	0	0	5	0	0	3	0
666	4	1	1	1	1	8	9	0	0	40	8
667	0	0	0	0	0	0	1	0	0	29	8
668	1	1	1	0	0	3	1	1	0	16	17
669	23	0	3	1	0	0	3	0	0	1	0
670	1	3	0	7	0	0	0	4	7	0	0
671	21	0	1	0	0	0	2	0	0	3	0
672	22	0	3	1	0	0	1	0	0	0	0
673	0	0	1	20	0	0	0	4	13	0	1
674	1	1	0	21	0	0	0	5	7	0	0
675	11	1	8	3	1	1	8	0	0	2	1
676	2	0	0	0	0	2	0	0	0	15	6
677	2	7	8	3	1	4	0	5	8	1	8
678	42	0	9	1	0	0	3	0	0	3	0
679	28	0	1	1	0	0	6	0	0	0	0
680	2	2	0	7	0	0	0	3	14	0	0
681	1	2	0	11	0	0	0	1	17	0	0
682	31	0	6	1	0	0	6	0	0	0	0
683	2	0	0	1	7	31	0	0	1	0	0
684	1	3	0	16	0	0	0	11	23	1	1
685	3	1	7	4	1	1	16	1	1	2	1
686	3	5	2	4	1	3	6	0	6	9	9
687	1	0	0	0	0	1	1	0	0	18	15
688	19	0	3	0	0	0	3	0	0	1	0
689	5	5	0	4	0	0	1	3	0	3	2
690	1	3	0	10	0	0	0	7	17	0	0
691	66	1	1	3	0	1	3	1	0	1	1
692	2	6	2	1	2	1	2	6	6	2	10
693	1	2	0	12	0	0	0	5	10	0	0
694	1	0	0	0	0	1	1	0	0	21	7
695	1	0	0	0	0	1	1	0	0	20	3
696	3	17	5	6	3	9	0	6	4	12	12
697	0	0	0	0	0	1	1	0	0	17	5
698	2	0	0	1	7	20	0	0	0	0	0
699	1	0	0	0	0	1	1	0	0	15	5
700	19	0	0	0	0	0	3	0	0	0	0
701	30	1	6	1	1	0	11	0	0	3	0
702	31	1	3	0	1	1	18	1	1	9	1
703	2	0	0	0	0	0	0	0	0	14	4
704	17	0	2	0	0	0	5	0	0	0	0
705	25	0	1	1	0	0	4	0	0	1	0
706	24	0	6	2	1	0	3	0	0	3	1
707	1	0	0	2	5	35	0	0	0	0	0
708	1	0	1	2	1	1	2	3	4	4	2
709	9	1	7	1	0	0	12	1	0	2	0
710	3	1	0	1	0	3	1	0	1	30	8
711	20	0	1	0	0	0	1	0	0	0	0
712	57	0	1	3	1	1	18	1	1	6	0
713	20	1	1	3	0	1	8	0	1	1	1
714	64	0	5	4	0	0	7	1	0	1	0
715	2	1	0	15	0	0	0	1	15	0	0
716	2	0	0	0	0	1	0	0	0	25	10
717	0	0	0	0	0	0	1	0	0	23	2
718	0	33	0	2	0	0	0	0	0	0	0
719	1	1	0	10	0	0	0	4	6	0	0
720	35	0	2	2	0	0	2	0	0	2	0
721	2	0	0	1	17	39	0	0	1	0	0
722	0	2	0	8	0	0	0	4	16	0	0
723	20	0	2	1	0	0	3	0	0	1	0
724	1	0	0	0	0	1	0	0	0	14	8
725	32	0	1	1	0	0	1	0	0	2	0
726	29	0	1	1	0	0	6	0	0	3	1
727	1	4	1	9	1	1	1	10	1	0	1
728	3	1	0	2	0	0	0	3	15	0	0
729	17	0	1	0	0	0	3	0	0	1	0
730	0	37	1	5	0	0	0	2	1	0	0
731	4	8	8	5	0	3	1	2	4	8	1
732	1	1	0	6	0	0	0	3	13	0	0
733	10	0	14	3	0	1	3	0	1	3	0
734	3	1	1	1	1	3	4	0	0	4	7
735	3	0	0	0	0	2	2	0	0	23	16
736	36	1	8	1	1	0	12	1	1	7	1
737	3	1	0	15	0	0	0	1	18	0	0
738	6	6	2	3	0	2	2	1	0	5	7
739	1	2	0	22	0	0	0	1	14	0	0
740	1	0	0	1	6	16	0	0	1	0	0
741	4	3	9	10	1	3	5	2	3	11	1
742	0	11	2	14	2	3	3	33	3	2	2
743	1	0	0	0	0	1	1	0	0	19	3
744	21	2	32	2	1	0	7	0	0	10	1
745	11	1	11	8	0	1	10	1	0	2	1
746	4	1	1	3	1	8	4	4	1	5	9
747	1	1	0	17	0	0	0	2	8	0	0
748	0	25	1	1	0	0	0	0	0	0	0
749	3	9	2	4	0	7	3	4	5	5	5
750	4	1	0	0	0	5	0	0	0	63	5
751	34	0	3	1	0	0	2	0	0	0	0
752	5	1	3	5	1	3	8	6	5	1	4
753	25	0	2	1	0	0	2	0	0	1	0
754	1	3	0	14	0	0	0	1	14	0	0
755	49	0	2	2	0	0	7	0	0	2	0
756	2	0	0	0	0	1	1	0	0	19	5
757	50	0	3	1	0	0	3	0	0	1	0
758	29	0	3	2	0	0	3	0	0	1	0
759	2	1	0	0	0	2	4	0	0	45	11
760	22	0	5	1	0	0	3	0	0	1	0
761	0	0	0	0	0	3	2	0	0	33	10
762	0	0	0	0	0	1	1	0	0	26	1
763	1	0	1	2	22	19	1	0	2	0	0
764	24	1	8	1	0	1	9	0	0	1	0
765	2	0	0	0	0	0	1	0	0	31	4
766	11	0	7	2	1	1	1	1	0	2	1
767	1	3	3	5	1	2	1	5	2	0	3
768	30	0	3	2	0	0	4	0	0	1	0
769	33	0	4	2	0	0	0	0	0	0	0
770	0	1	0	12	0	0	0	4	13	0	0
771	3	0	0	0	1	1	1	0	0	22	1
772	0	0	0	0	0	1	1	0	0	20	6
773	0	3	3	6	0	1	2	2	5	3	3
774	23	0	6	1	1	0	11	0	1	2	0
775	3	0	0	21	0	0	0	2	17	0	0
776	5	2	0	0	0	0	1	15	12	0	0
777	18	0	6	1	0	0	3	1	0	3	1
778	4	1	4	2	1	4	1	5	4	5	5
779	8	9	3	4	0	8	2	10	6	4	9
780	29	0	1	0	0	0	3	0	0	3	0
781	30	0	0	0	0	0	1	0	0	2	0
782	28	1	4	6	1	1	2	1	1	3	1
783	50	0	2	1	0	0	2	0	0	0	0
784	29	0	5	1	0	0	4	0	0	1	0
785	2	1	5	2	1	1	1	2	6	3	4
786	29	0	2	2	0	0	2	0	0	2	0
787	41	0	4	2	0	0	2	0	0	0	0
788	0	31	1	1	0	0	0	1	0	0	0
789	1	0	0	0	0	1	1	0	0	26	0
790	10	0	4	1	0	0	4	0	0	1	0
791	3	3	1	8	0	1	1	1	27	1	1
792	38	0	1	2	0	0	5	0	0	2	0
793	1	1	4	3	1	1	2	2	4	1	4
794	4	4	2	4	1	1	1	3	3	3	4
795	27	0	1	1	0	0	4	0	0	2	0
796	1	1	0	8	0	0	0	3	11	0	0
797	1	0	1	1	0	1	0	0	0	3	28
798	1	0	0	17	0	0	0	4	12	0	0
799	2	0	0	19	0	0	0	2	11	0	0
800	0	26	0	1	0	0	0	1	0	0	0
801	3	4	1	42	0	0	1	8	4	1	0
802	18	0	5	0	1	1	1	0	0	4	0
803	4	4	1	5	1	3	4	2	5	0	4
804	3	1	1	8	0	1	0	10	20	1	1
805	2	0	0	0	0	2	2	0	0	39	7
806	28	0	5	1	0	0	6	0	0	2	0
807	2	0	0	9	0	0	0	4	8	0	0
808	5	0	1	5	10	5	1	1	4	0	1
809	25	0	4	2	0	0	4	0	0	1	0
810	1	0	0	10	0	0	0	6	10	0	0
811	27	0	7	0	0	0	4	0	0	2	0
812	37	0	1	0	0	0	6	0	0	0	0
813	1	2	3	1	0	1	3	5	4	4	4
814	29	0	6	2	0	0	1	0	0	2	0
815	6	2	5	2	1	3	5	2	0	3	6
816	0	4	0	10	0	0	1	1	9	1	0
817	42	0	8	2	0	0	0	0	0	1	0
818	1	0	0	10	1	0	0	9	26	1	0
819	0	31	1	1	0	0	0	1	1	0	0
820	1	0	0	1	8	25	0	0	0	0	0
821	5	1	0	15	0	1	0	3	18	1	1
822	0	1	0	9	0	0	0	6	8	0	0
823	4	4	0	19	0	1	1	1	26	1	0
824	0	3	0	17	0	0	0	6	9	0	0
825	47	0	14	2	0	0	11	0	0	4	1
826	24	0	5	0	0	0	1	0	0	1	0
827	4	6	4	2	1	2	1	8	6	2	1
828	22	0	3	1	0	0	2	0	0	1	0
829	17	0	2	0	0	0	2	0	0	1	0
830	0	1	0	40	0	0	1	1	9	1	0
831	0	33	0	1	0	0	0	0	0	0	0
832	1	0	0	0	5	23	0	0	0	0	0
833	36	0	5	1	0	0	0	0	0	1	0
834	1	0	0	0	0	1	0	0	0	14	6
835	20	0	5	2	0	0	4	0	0	1	0
836	25	0	3	1	0	0	1	0	0	0	0
837	1	8	3	0	1	7	2	5	8	8	7
838	23	0	3	0	0	0	2	0	0	1	0
839	61	0	3	1	0	1	7	1	0	2	1
840	0	29	1	1	0	0	0	1	1	0	0
841	17	0	2	1	0	0	2	0	0	0	0
842	36	0	0	1	0	0	2	0	0	2	0
843	21	0	0	0	0	0	1	0	0	1	0
844	2	2	0	9	0	0	0	3	9	0	0
845	2	0	1	3	5	29	0	0	3	1	0
846	4	0	0	2	10	17	1	1	2	0	1
847	1	0	1	1	24	35	0	1	1	0	0
848	25	0	3	0	0	0	2	0	0	1	0
849	1	0	0	0	0	0	0	0	0	18	5
850	3	4	0	4	0	1	0	2	15	0	0
851	14	0	4	0	0	0	2	0	0	1	0
852	18	0	1	1	0	0	2	0	0	1	0
853	26	0	4	1	0	0	2	0	0	0	0
854	14	0	6	2	0	0	6	0	0	2	0
855	4	1	0	2	27	10	1	0	2	1	1
856	17	0	1	2	0	0	1	0	0	1	0
857	19	0	1	3	1	0	7	0	0	4	1
858	1	0	0	0	0	1	0	0	0	25	8
859	0	60	0	5	0	0	0	1	1	0	0
860	0	29	0	0	0	0	0	1	0	0	0
861	5	2	0	5	0	0	0	3	29	1	0
862	5	4	2	9	0	1	4	8	7	2	5
863	1	2	0	14	0	0	0	1	16	0	0
864	7	1	2	1	1	1	12	1	1	3	0
865	0	34	0	1	0	0	0	1	0	0	0
866	43	1	8	1	1	1	8	1	0	3	1
867	28	1	5	0	1	0	3	0	0	5	1
868	1	0	0	23	0	0	0	7	8	0	0
869	28	0	1	2	0	0	5	0	0	1	0
870	0	0	0	0	0	1	1	0	0	19	6
871	0	4	0	2	0	0	1	7	22	1	0
872	1	1	0	16	0	1	0	0	26	0	0
873	2	0	0	0	0	2	1	0	0	24	16
874	0	3	0	29	0	0	0	5	14	0	0
875	28	0	7	1	0	0	3	0	0	2	0
876	3	1	0	7	1	3	2	3	7	9	6
877	24	0	1	1	0	0	2	0	0	2	0
878	0	25	0	0	0	0	0	0	0	0	0
879	22	0	2	0	0	0	3	0	0	1	0
880	0	0	0	0	0	0	1	0	0	16	11
881	2	1	0	9	0	0	0	2	8	0	0
882	25	1	5	2	0	1	2	0	0	1	1
883	2	0	0	0	0	0	1	0	0	26	2
884	1	1	0	3	0	0	0	1	19	0	0
885	2	0	0	0	0	1	1	0	0	35	17
886	2	4	0	12	1	0	1	4	2	1	1
887	15	0	0	1	0	0	5	0	0	2	0
888	2	1	2	4	1	2	3	7	5	5	2
889	42	0	5	2	0	0	2	0	0	2	0
890	32	0	1	3	0	1	7	1	1	6	0
891	3	4	0	10	0	0	0	5	7	0	0
892	24	0	3	1	0	0	1	0	0	1	0
893	2	0	0	0	0	0	1	0	0	13	12
894	4	7	0	35	0	1	1	19	21	1	1
895	57	1	4	1	0	0	9	0	1	1	0
896	37	1	0	0	0	0	8	1	1	0	0
897	1	5	1	12	0	2	0	19	4	2	2
898	5	1	1	1	1	2	5	1	0	24	23
899	14	1	14	6	1	1	13	1	1	3	0
900	11	0	3	2	0	1	9	0	0	3	0
901	23	0	0	0	0	0	0	0	0	1	0
902	5	1	22	1	1	1	5	1	0	1	1
903	3	1	0	18	0	1	1	2	24	0	0
904	1	0	0	0	0	1	2	0	0	34	4
905	35	1	16	1	1	1	5	1	1	7	1
906	36	0	6	2	0	0	3	0	0	0	0
907	0	1	0	8	0	0	0	3	14	0	0
908	1	0	0	0	0	1	2	0	0	30	6
909	1	3	0	17	0	0	0	9	23	1	1
910	55	1	7	1	0	0	7	1	0	3	1
911	12	1	11	2	0	0	9	0	0	0	0
912	22	0	2	1	0	0	3	0	0	0	0
913	1	0	0	0	0	0	0	0	0	18	3
914	69	1	12	5	1	0	1	1	0	5	0
915	4	1	1	2	15	2	1	0	5	1	1
916	1	0	0	0	0	2	1	0	0	36	10
917	6	1	0	6	23	46	0	0	0	1	0
918	34	0	3	2	0	0	4	0	0	1	0
919	1	1	1	26	1	0	0	5	27	1	0
920	0	0	0	0	16	25	0	0	2	0	0
921	1	0	0	2	7	27	0	0	0	0	0
922	2	4	0	3	1	0	0	5	18	0	1
923	2	0	0	0	0	1	1	0	0	31	9
925	19	0	5	2	0	0	3	0	0	1	0
926	2	3	1	16	0	0	0	6	9	1	0
927	1	0	0	0	0	0	1	0	0	20	3
928	0	3	6	4	1	0	0	3	1	5	1
929	1	2	0	8	0	0	0	4	20	0	0
930	31	0	3	1	0	0	3	0	0	1	0
931	17	1	13	2	0	0	1	0	1	0	0
932	11	1	10	4	0	0	6	0	1	0	1
933	1	0	0	1	3	22	0	0	0	0	0
934	21	0	3	1	0	0	2	0	0	1	0
935	26	0	2	1	0	0	2	0	0	2	0
936	0	25	0	1	0	0	0	0	0	0	0
937	22	0	8	2	0	0	1	0	0	1	0
938	61	1	1	3	1	1	2	1	1	7	1
939	3	2	0	9	0	0	0	3	21	0	1
940	0	6	1	12	0	0	1	1	41	0	0
941	2	0	1	1	0	48	0	1	2	0	0
942	42	0	2	1	0	0	4	0	0	2	0
943	5	5	0	11	1	0	1	2	3	0	0
944	2	3	4	3	1	5	3	0	2	6	0
945	1	0	0	0	0	1	1	0	0	15	4
946	18	0	6	1	0	1	4	0	0	1	0
947	1	0	0	0	0	1	1	0	0	18	3
948	18	0	0	2	0	0	4	0	0	2	0
949	5	3	1	19	1	0	1	10	6	1	1
950	24	0	2	1	0	0	1	0	0	1	0
951	25	0	2	1	0	0	3	0	0	0	0
952	5	0	0	1	0	0	0	1	1	4	37
953	0	0	0	0	0	0	1	0	0	16	6
954	2	1	0	8	6	26	0	0	1	1	1
955	5	5	0	15	1	1	0	13	9	1	1
956	12	1	5	3	1	1	11	1	1	2	0
957	22	0	1	2	0	0	2	0	0	0	0
958	0	0	0	0	0	1	0	0	0	19	1
959	1	2	0	14	0	0	1	9	10	1	0
960	1	0	0	0	0	2	0	0	0	42	2
961	25	0	5	1	0	0	4	0	0	0	0
962	7	6	0	1	1	9	4	2	6	8	9
963	17	0	4	0	0	0	7	0	0	1	0
964	3	0	5	3	0	6	2	4	0	4	6
965	8	1	0	5	0	5	7	7	1	8	6
966	10	10	15	9	2	3	14	2	5	1	8
967	19	1	2	1	0	0	0	0	0	3	1
968	0	1	1	10	0	0	0	11	22	1	0
969	9	1	7	5	0	0	10	0	1	0	0
970	0	0	0	1	8	17	0	0	1	0	0
971	24	0	1	1	0	0	0	0	0	1	0
972	34	0	5	2	0	0	3	0	0	2	0
973	21	0	1	1	0	0	2	0	0	0	0
974	24	0	5	0	0	0	5	0	0	0	0
975	13	2	10	13	0	7	5	2	8	6	6
976	30	0	0	3	0	1	7	0	1	3	1
977	0	0	0	1	10	30	0	0	0	0	0
978	1	2	0	15	0	0	0	1	17	0	0
979	3	0	0	2	0	1	0	4	12	1	1
980	4	1	3	4	0	5	2	5	5	1	3
981	2	3	0	5	0	0	0	2	14	0	0
982	20	0	3	1	0	0	8	0	0	2	0
983	44	1	8	3	1	0	10	0	1	2	1
984	3	0	0	3	18	2	0	0	2	0	0
985	32	0	0	0	0	0	3	0	0	0	0
986	14	0	2	1	0	0	2	0	0	1	0
987	0	60	1	0	0	0	0	1	0	0	0
988	1	0	0	0	0	1	1	0	0	24	9
989	6	3	6	1	0	1	4	1	3	6	7
990	55	0	0	0	0	0	5	0	0	0	0
991	16	0	5	3	0	0	7	0	0	2	0
992	36	0	0	2	0	0	3	0	0	1	0
993	7	1	2	4	0	0	11	0	0	2	0
994	0	10	1	4	2	2	6	5	4	5	14
995	4	5	3	2	1	5	4	6	2	3	6
996	3	3	0	1	1	1	1	1	17	0	0
997	23	0	7	2	0	0	0	0	0	2	0
998	12	0	6	0	0	0	1	0	0	2	0
999	18	0	5	2	0	0	5	0	0	0	0
1000	13	0	7	1	0	0	3	0	0	2	0
1001	20	0	2	1	0	0	4	0	0	3	0
1002	6	6	4	2	1	3	6	0	0	4	3
1003	21	0	3	1	0	0	1	0	0	1	0
1004	16	0	4	0	0	0	2	0	0	2	0
1005	45	0	5	1	0	0	1	0	0	1	0
1006	12	0	7	2	0	0	6	0	0	2	0
1007	1	0	0	1	2	22	0	0	0	0	0
1008	18	0	0	0	0	0	2	0	0	1	0
1009	2	1	0	16	1	1	0	5	19	0	0
1010	17	0	2	1	0	0	2	0	0	0	0
1011	2	0	0	0	0	2	1	0	0	13	16
1012	16	0	1	3	0	0	3	1	1	3	0
1013	1	1	0	1	1	1	0	0	0	33	8
1014	0	0	0	0	0	0	1	0	0	11	12
1015	0	50	1	1	0	0	0	1	0	0	0
1016	2	1	0	1	4	18	1	1	0	0	1
1017	22	0	2	1	0	0	2	0	0	0	0
1018	1	0	0	0	0	1	0	0	0	20	7
1019	2	0	0	0	8	36	0	0	0	0	0
1020	1	1	13	5	1	1	3	1	1	6	1
1021	0	66	0	3	0	0	0	0	1	0	0
1022	7	0	1	6	10	9	0	1	3	1	0
1023	3	1	1	7	21	27	1	1	7	1	1
1024	29	0	16	1	1	1	3	1	1	4	1
1025	2	0	13	1	1	0	6	0	1	3	0
1026	18	0	3	2	0	0	5	0	0	2	0
1027	2	0	0	0	0	2	2	0	0	36	7
1028	25	0	2	1	0	0	4	0	0	1	0
1029	3	1	0	6	0	0	0	4	16	0	0
1030	5	1	3	3	1	1	3	3	1	6	3
1031	6	6	3	2	0	2	6	1	1	1	4
1032	5	6	1	10	1	1	0	11	1	1	1
1033	1	0	0	0	0	0	1	0	0	34	7
1034	8	3	0	9	0	8	1	9	8	10	10
1035	3	1	1	19	1	1	0	2	6	1	0
1036	36	0	4	2	0	0	2	0	0	0	0
1037	1	5	9	6	1	4	9	3	1	5	4
1038	30	0	2	0	0	0	1	0	0	1	0
1039	5	7	7	5	0	7	5	3	3	5	3
1040	2	2	1	33	0	1	0	1	1	0	0
1041	1	2	0	17	0	0	0	3	6	0	0
1042	4	8	2	1	1	4	7	4	2	3	2
1043	1	0	0	0	0	1	0	0	0	35	1
1044	6	0	1	0	0	3	6	0	1	5	36
1045	9	2	11	2	2	7	7	2	9	7	1
1046	65	0	4	1	0	0	0	0	0	2	0
1047	2	0	0	2	19	43	0	0	3	0	0
1048	1	1	0	17	0	0	0	5	7	0	0
1049	11	0	4	3	0	1	10	0	0	0	1
1050	1	0	0	1	8	21	0	0	0	0	0
1051	7	0	0	4	1	0	5	0	1	4	0
1052	2	1	0	1	1	0	1	1	0	47	26
1053	10	0	4	0	1	0	8	0	0	2	1
1054	1	0	0	1	4	23	0	0	1	0	0
1055	23	0	4	2	0	0	4	0	0	2	0
1056	2	1	0	5	0	0	0	6	16	0	0
1057	1	4	5	6	1	5	3	0	1	4	5
1058	5	5	2	2	1	5	4	5	5	5	0
1059	23	0	7	1	0	0	7	0	0	1	0
1060	2	2	0	27	0	1	0	3	25	0	0
1061	10	0	3	6	0	2	3	0	0	0	1
1062	7	1	3	4	0	5	4	4	1	2	1
1063	1	1	0	12	1	0	0	6	20	0	0
1064	2	0	0	12	0	0	0	2	10	0	0
1065	9	0	3	1	0	1	10	1	0	1	1
1066	29	0	3	1	0	0	3	0	0	1	0
1067	0	0	0	0	0	0	0	0	0	23	5
1068	33	0	5	0	0	0	2	0	0	0	0
1069	10	0	8	3	0	0	2	0	0	2	0
1070	66	1	1	2	0	0	20	1	1	6	0
1071	1	1	0	8	0	0	0	2	12	0	0
1072	41	0	4	2	0	0	5	0	0	1	0
1073	5	4	2	3	0	3	4	0	2	7	2
1074	17	1	1	4	0	1	2	1	1	1	1
1075	1	10	4	1	1	3	2	9	9	9	6
1076	2	0	0	0	1	4	1	0	0	22	17
1077	66	0	4	3	0	0	4	0	0	1	0
1078	0	31	3	14	0	0	1	5	0	0	0
1079	8	0	14	6	0	0	3	0	0	3	0
1080	0	28	0	0	0	0	0	0	0	0	0
1081	1	4	2	0	1	3	4	1	1	2	4
1082	25	0	1	1	0	0	3	0	0	1	0
1083	3	1	1	19	1	1	0	2	12	0	1
1084	1	0	0	1	4	28	0	0	1	0	0
1085	1	0	0	1	10	25	0	0	1	0	0
1086	20	0	6	1	0	0	1	0	0	1	0
1087	1	1	0	8	0	0	0	5	9	0	0
1088	2	0	0	0	12	30	0	0	1	0	0
1089	42	0	5	2	0	0	3	0	0	1	0
1090	0	0	0	0	0	1	1	0	0	25	1
1091	39	0	2	2	0	0	3	0	0	3	0
1092	29	0	4	1	0	0	2	0	0	1	0
1093	35	1	9	1	0	1	2	0	0	0	1
1094	1	1	0	8	0	0	0	0	11	0	0
1095	4	0	0	0	0	2	2	0	0	14	27
1096	8	2	3	3	1	1	3	5	2	4	8
1097	4	1	0	28	0	0	0	11	1	1	1
1098	23	1	15	6	1	1	14	1	1	5	1
1099	3	3	0	12	0	0	0	7	13	0	0
1100	0	0	0	0	0	1	1	0	0	32	3
1101	1	0	0	1	10	11	0	0	1	0	0
1102	3	0	0	0	0	2	2	0	0	24	5
1103	1	0	0	17	0	0	0	2	8	0	0
1104	0	0	0	0	0	2	0	0	0	46	1
1105	35	0	3	1	0	0	7	0	0	3	0
1106	15	0	16	4	1	0	5	0	1	5	0
1107	2	5	6	2	1	1	0	4	4	0	4
1108	4	0	0	10	0	0	0	8	8	1	1
1109	1	0	0	2	3	26	0	0	1	0	0
1110	3	3	3	5	1	4	5	1	5	2	0
1111	44	0	4	2	0	0	3	0	0	2	0
1112	1	1	0	8	0	0	1	1	18	0	1
1113	0	2	5	1	0	1	1	4	5	4	2
1114	0	24	0	2	0	0	0	1	0	0	0
1115	0	34	0	2	0	0	0	1	0	0	0
1116	2	2	0	18	0	0	0	5	2	0	0
1117	22	1	3	1	0	0	1	1	0	4	1
1118	7	5	7	1	1	7	2	1	2	7	7
1119	0	0	0	0	0	1	0	0	0	22	1
1120	0	1	0	11	0	0	0	1	12	0	0
1121	0	1	0	14	0	0	0	4	8	0	0
1122	5	6	5	0	0	2	3	3	2	0	3
1123	0	0	0	0	0	1	1	0	0	16	7
1124	0	1	5	2	0	3	5	6	0	1	2
1125	2	2	0	19	0	1	1	4	5	0	1
1126	5	4	1	19	1	1	0	8	16	1	0
1127	7	2	5	10	1	0	9	0	2	3	1
1128	0	0	0	0	0	1	2	0	0	32	12
1129	1	0	0	0	0	2	1	0	0	22	0
1130	1	0	0	0	0	1	2	0	0	38	2
1131	22	0	4	1	0	0	1	0	0	2	0
1132	7	1	0	1	1	1	1	1	1	20	34
1133	0	0	0	0	0	1	0	0	0	18	1
1134	17	0	6	0	0	0	7	0	0	2	0
1135	23	0	2	1	0	0	1	0	0	2	0
1136	20	0	1	0	0	0	3	0	0	1	0
1137	2	0	0	0	0	1	1	0	0	42	2
